Train_ID,Train_Name,Source,Destination,Distance_km,Booking_Date,Departure_Time,Arrival_Time,Delay_Minutes,Ticket_Class,Ticket_Price,Passenger_Count
391,Chennai Express,Coimbatore,Bangalore,240,30-08-2023,23:30,05:30,10,General,1342,249
392,Kovai Express,Salem,Bangalore,288,17-05-2023,13:30,09:30,59,General,1235,272
393,Nilgiri Express,Trichy,Bangalore,346,03-05-2023,11:00,08:00,54,General,448,117
394,Pandian Express,Bangalore,Trichy,335,29-10-2023,08:30,00:00,52,Sleeper,526,106
395,Nilgiri Express,Madurai,Chennai,229,30-03-2023,02:00,14:30,50,AC,418,119
396,Nilgiri Express,Chennai,Bangalore,579,25-11-2023,06:30,19:30,7,Sleeper,952,273
397,Coimbatore Express,Trichy,Salem,242,28-04-2023,23:30,17:30,27,Sleeper,1192,200
398,Pandian Express,Coimbatore,Madurai,227,19-06-2023,11:30,02:30,36,AC,597,245
399,Kovai Express,Bangalore,Chennai,304,02-09-2023,22:00,11:00,49,AC,912,93
400,Intercity Express,Bangalore,Madurai,404,06-08-2023,15:30,22:00,34,AC,349,144
401,Pandian Express,Madurai,Coimbatore,402,16-08-2023,16:30,13:30,59,Sleeper,997,70
402,Chennai Express,Salem,Bangalore,597,13-03-2023,17:30,05:00,0,AC,349,96
403,Intercity Express,Coimbatore,Madurai,435,25-07-2023,22:30,22:30,35,Sleeper,515,231
404,Pandian Express,Trichy,Salem,236,10-06-2023,04:00,20:30,40,AC,894,138
405,Intercity Express,Bangalore,Chennai,517,13-08-2023,10:00,17:30,58,General,1102,227
406,Kovai Express,Bangalore,Chennai,549,17-08-2023,21:00,13:30,47,AC,1458,275
407,Rockfort Express,Chennai,Madurai,485,01-11-2023,13:30,05:30,47,AC,593,287
408,Intercity Express,Coimbatore,Bangalore,513,30-07-2023,20:00,18:30,46,Sleeper,1493,257
409,Intercity Express,Salem,Coimbatore,547,18-01-2023,12:30,04:30,10,Sleeper,1105,197
410,Kovai Express,Salem,Madurai,528,10-02-2023,19:30,08:30,31,General,368,255
411,Pandian Express,Bangalore,Coimbatore,524,18-05-2023,12:30,03:30,0,AC,518,169
412,Pandian Express,Madurai,Salem,600,02-05-2023,01:00,02:00,52,AC,376,198
413,Chennai Express,Bangalore,Chennai,329,01-08-2023,04:30,03:00,53,Sleeper,757,90
414,Nilgiri Express,Salem,Bangalore,287,30-06-2023,19:30,16:00,20,General,444,288
415,Chennai Express,Bangalore,Chennai,494,02-06-2023,03:30,02:00,55,General,397,239
416,Coimbatore Express,Coimbatore,Bangalore,502,15-11-2023,08:30,12:00,51,General,757,128
417,Kovai Express,Bangalore,Madurai,456,13-01-2023,11:30,03:30,51,General,618,120
418,Coimbatore Express,Chennai,Trichy,588,19-04-2023,10:00,17:00,60,General,315,108
419,Coimbatore Express,Bangalore,Trichy,528,07-03-2023,13:30,13:30,7,Sleeper,408,185
420,Coimbatore Express,Coimbatore,Bangalore,301,17-04-2023,07:00,12:30,16,AC,1307,247
421,Nilgiri Express,Salem,Madurai,591,05-09-2023,02:30,03:00,6,Sleeper,1129,86
422,Rockfort Express,Chennai,Salem,465,08-12-2023,06:00,06:30,23,General,968,138
423,Kovai Express,Bangalore,Coimbatore,586,18-03-2023,00:00,08:30,57,General,1397,54
424,Rockfort Express,Coimbatore,Chennai,289,24-12-2023,06:30,20:00,4,Sleeper,1055,226
425,Chennai Express,Coimbatore,Madurai,202,20-07-2023,10:30,21:30,21,General,827,291
426,Coimbatore Express,Trichy,Bangalore,595,30-06-2023,19:00,13:00,39,Sleeper,1008,247
427,Chennai Express,Coimbatore,Chennai,504,29-09-2023,01:00,19:00,49,General,1199,267
428,Nilgiri Express,Coimbatore,Salem,518,03-01-2023,02:30,04:00,53,Sleeper,1106,176
429,Rockfort Express,Chennai,Salem,530,26-03-2023,22:30,06:30,35,AC,911,125
430,Rockfort Express,Madurai,Trichy,531,21-09-2023,09:30,04:30,21,General,957,103
431,Coimbatore Express,Coimbatore,Chennai,457,22-10-2023,09:30,09:30,10,Sleeper,838,254
432,Coimbatore Express,Coimbatore,Madurai,398,11-12-2023,14:30,23:00,57,Sleeper,381,73
433,Coimbatore Express,Salem,Madurai,226,25-09-2023,23:30,01:30,50,AC,963,83
434,Pandian Express,Chennai,Trichy,519,01-07-2023,16:30,22:00,33,AC,366,135
435,Chennai Express,Chennai,Salem,286,24-05-2023,21:00,13:30,40,AC,389,59
436,Rockfort Express,Trichy,Salem,477,17-12-2023,21:00,12:30,27,AC,769,135
437,Kovai Express,Trichy,Bangalore,449,04-11-2023,06:00,10:30,55,General,667,249
438,Rockfort Express,Madurai,Bangalore,448,06-02-2023,20:30,21:30,13,Sleeper,303,122
439,Rockfort Express,Chennai,Trichy,243,03-04-2023,19:30,14:30,19,AC,908,251
440,Pandian Express,Chennai,Salem,330,08-10-2023,06:00,01:30,35,AC,1461,178
441,Intercity Express,Coimbatore,Chennai,395,24-06-2023,03:30,05:00,4,AC,1482,214
442,Kovai Express,Trichy,Bangalore,569,12-01-2023,07:30,21:00,42,AC,1380,156
443,Chennai Express,Salem,Madurai,578,22-07-2023,20:30,06:00,14,AC,1225,188
444,Rockfort Express,Salem,Coimbatore,540,07-12-2023,08:00,16:30,52,Sleeper,806,221
445,Coimbatore Express,Coimbatore,Bangalore,564,17-03-2023,22:30,11:30,32,General,748,247
446,Intercity Express,Madurai,Bangalore,211,23-02-2023,06:30,05:30,14,AC,367,205
447,Coimbatore Express,Madurai,Salem,331,19-04-2023,20:30,12:00,49,AC,615,234
448,Coimbatore Express,Trichy,Salem,387,27-07-2023,11:00,09:30,51,Sleeper,1289,208
449,Coimbatore Express,Madurai,Bangalore,272,19-07-2023,01:00,08:00,49,Sleeper,726,166
450,Coimbatore Express,Coimbatore,Chennai,372,03-01-2023,22:30,13:30,27,Sleeper,1295,244
451,Rockfort Express,Madurai,Salem,400,29-05-2023,03:00,23:00,45,Sleeper,1048,195
452,Chennai Express,Trichy,Salem,392,27-01-2023,13:00,03:00,54,General,1278,148
453,Pandian Express,Madurai,Coimbatore,517,19-02-2023,22:30,10:30,51,AC,1074,211
454,Pandian Express,Trichy,Bangalore,219,15-09-2023,06:00,04:00,17,General,326,51
455,Rockfort Express,Coimbatore,Trichy,309,28-01-2023,09:00,04:00,45,AC,1156,118
456,Pandian Express,Madurai,Chennai,591,24-03-2023,19:30,06:30,34,Sleeper,654,204
457,Pandian Express,Chennai,Salem,304,07-02-2023,21:00,07:00,39,General,601,190
458,Rockfort Express,Coimbatore,Chennai,584,21-10-2023,11:00,11:30,11,General,1461,170
459,Kovai Express,Trichy,Bangalore,563,14-10-2023,07:00,17:00,50,Sleeper,1177,144
460,Intercity Express,Madurai,Salem,487,20-07-2023,10:00,01:00,23,General,1248,91
461,Kovai Express,Bangalore,Trichy,391,30-06-2023,04:30,06:30,34,Sleeper,726,82
462,Coimbatore Express,Salem,Madurai,254,07-12-2023,02:00,13:00,42,Sleeper,1308,233
463,Pandian Express,Chennai,Salem,525,24-12-2023,01:30,23:30,39,AC,1177,53
464,Nilgiri Express,Trichy,Coimbatore,324,28-11-2023,03:00,16:00,47,Sleeper,633,288
465,Nilgiri Express,Chennai,Bangalore,448,08-07-2023,17:30,00:30,24,AC,1360,52
466,Rockfort Express,Salem,Chennai,534,13-04-2023,20:30,01:00,28,General,665,165
467,Coimbatore Express,Madurai,Coimbatore,458,15-07-2023,22:00,16:00,4,General,1085,264
468,Pandian Express,Trichy,Coimbatore,219,29-09-2023,13:00,15:00,10,AC,703,185
469,Intercity Express,Bangalore,Coimbatore,556,02-06-2023,15:00,06:30,7,General,320,244
470,Coimbatore Express,Chennai,Bangalore,245,28-09-2023,20:00,14:00,26,General,587,259
471,Rockfort Express,Salem,Chennai,565,13-03-2023,10:30,14:00,57,Sleeper,1249,265
472,Coimbatore Express,Chennai,Salem,205,26-05-2023,06:30,11:00,6,Sleeper,1130,128
473,Coimbatore Express,Bangalore,Madurai,576,30-11-2023,07:30,10:00,2,AC,338,231
474,Nilgiri Express,Madurai,Bangalore,366,01-01-2024,01:30,18:30,4,General,811,275
475,Rockfort Express,Chennai,Coimbatore,411,27-06-2023,08:30,01:30,7,Sleeper,1158,242
476,Kovai Express,Madurai,Coimbatore,498,12-08-2023,18:30,00:00,51,AC,1272,231
477,Chennai Express,Madurai,Trichy,506,07-05-2023,17:00,04:30,8,General,976,99
478,Kovai Express,Madurai,Coimbatore,552,01-03-2023,04:00,19:30,17,Sleeper,315,280
479,Chennai Express,Madurai,Chennai,433,10-08-2023,22:30,09:00,25,Sleeper,1037,250
480,Coimbatore Express,Trichy,Coimbatore,443,06-04-2023,08:00,09:00,44,AC,1322,65
481,Kovai Express,Chennai,Madurai,437,02-01-2023,20:00,04:30,51,General,1095,106
482,Coimbatore Express,Salem,Bangalore,293,22-04-2023,05:00,10:30,5,AC,1439,109
483,Rockfort Express,Madurai,Trichy,486,02-10-2023,14:00,13:30,60,AC,670,208
484,Rockfort Express,Chennai,Trichy,294,18-12-2023,15:00,14:30,13,AC,438,220
485,Coimbatore Express,Bangalore,Coimbatore,400,08-07-2023,18:30,13:00,12,Sleeper,1011,184
486,Coimbatore Express,Bangalore,Trichy,554,03-03-2023,14:30,00:00,19,Sleeper,586,99
487,Kovai Express,Coimbatore,Bangalore,223,25-03-2023,18:30,01:00,17,General,528,290
488,Nilgiri Express,Madurai,Bangalore,491,07-05-2023,14:30,01:00,31,Sleeper,1330,124
489,Chennai Express,Bangalore,Trichy,489,12-08-2023,04:00,13:30,4,General,1040,186
490,Chennai Express,Salem,Madurai,561,15-04-2023,06:00,11:00,15,General,1379,184
491,Kovai Express,Bangalore,Trichy,412,26-03-2023,07:00,07:00,41,AC,1423,73
492,Kovai Express,Chennai,Coimbatore,336,28-04-2023,11:30,23:00,6,Sleeper,1145,141
493,Kovai Express,Salem,Chennai,231,11-12-2023,14:00,23:30,19,Sleeper,1098,128
494,Coimbatore Express,Trichy,Salem,544,03-03-2023,18:00,22:00,27,AC,727,81
495,Pandian Express,Bangalore,Chennai,440,06-02-2023,06:30,06:30,18,Sleeper,1252,228
496,Intercity Express,Salem,Bangalore,460,18-04-2023,22:30,12:00,46,AC,451,297
497,Nilgiri Express,Coimbatore,Bangalore,304,01-06-2023,13:00,20:30,24,General,1248,106
498,Chennai Express,Madurai,Salem,349,18-05-2023,15:30,11:00,37,General,545,104
499,Nilgiri Express,Bangalore,Trichy,310,04-08-2023,01:00,22:30,27,Sleeper,1376,86
500,Intercity Express,Chennai,Bangalore,281,24-01-2023,18:00,16:30,41,Sleeper,916,171
501,Intercity Express,Madurai,Chennai,431,11-08-2023,21:30,13:30,54,AC,853,102
502,Kovai Express,Bangalore,Trichy,442,19-05-2023,21:30,09:30,55,Sleeper,434,78
503,Intercity Express,Coimbatore,Salem,546,28-05-2023,16:00,16:30,15,AC,621,115
504,Nilgiri Express,Bangalore,Madurai,215,12-12-2023,13:30,07:00,4,AC,638,169
505,Rockfort Express,Salem,Trichy,312,30-05-2023,19:30,08:00,18,AC,546,239
506,Intercity Express,Trichy,Coimbatore,543,04-06-2023,22:30,17:00,42,General,604,74
507,Nilgiri Express,Madurai,Bangalore,421,26-02-2023,01:30,20:30,19,AC,927,255
508,Coimbatore Express,Trichy,Chennai,345,14-10-2023,20:00,08:30,10,Sleeper,1347,136
509,Intercity Express,Salem,Chennai,218,07-03-2023,04:30,10:30,53,Sleeper,642,124
510,Chennai Express,Chennai,Trichy,478,23-11-2023,19:00,13:30,52,AC,1342,269
511,Chennai Express,Trichy,Chennai,494,19-10-2023,00:30,02:30,55,AC,1024,199
512,Nilgiri Express,Chennai,Salem,477,13-06-2023,06:00,04:30,30,Sleeper,1185,211
513,Nilgiri Express,Salem,Chennai,431,10-10-2023,16:30,02:00,57,Sleeper,615,283
514,Chennai Express,Coimbatore,Madurai,433,05-07-2023,03:30,21:00,55,AC,950,90
515,Rockfort Express,Madurai,Trichy,241,17-04-2023,23:30,17:00,31,General,1244,258
516,Nilgiri Express,Salem,Trichy,386,25-09-2023,20:30,05:00,0,AC,931,95
517,Pandian Express,Bangalore,Madurai,596,10-03-2023,22:00,14:00,5,Sleeper,1337,190
518,Kovai Express,Trichy,Salem,527,06-08-2023,17:30,15:30,30,AC,705,146
519,Kovai Express,Chennai,Trichy,600,13-03-2023,14:00,04:30,28,General,426,138
520,Intercity Express,Bangalore,Madurai,279,27-05-2023,18:30,10:00,51,General,432,219
521,Intercity Express,Salem,Trichy,237,07-02-2023,00:00,21:00,52,AC,568,190
522,Pandian Express,Coimbatore,Chennai,420,22-06-2023,21:30,21:30,12,General,624,154
523,Chennai Express,Chennai,Trichy,416,19-08-2023,10:00,00:00,9,Sleeper,732,101
524,Nilgiri Express,Chennai,Coimbatore,463,13-01-2023,10:30,21:30,50,AC,1226,63
525,Pandian Express,Chennai,Trichy,591,13-01-2023,19:30,00:00,16,AC,778,115
526,Nilgiri Express,Bangalore,Salem,455,09-04-2023,02:00,09:00,41,AC,622,246
527,Pandian Express,Bangalore,Madurai,503,12-11-2023,14:00,00:00,36,Sleeper,649,119
528,Coimbatore Express,Chennai,Madurai,318,12-07-2023,09:00,09:00,19,General,546,126
529,Rockfort Express,Salem,Chennai,591,17-04-2023,14:30,20:00,1,Sleeper,1276,297
530,Coimbatore Express,Bangalore,Chennai,555,29-08-2023,15:30,05:00,30,General,708,182
531,Intercity Express,Bangalore,Salem,315,12-03-2023,13:00,22:30,31,AC,399,112
532,Chennai Express,Chennai,Trichy,556,22-01-2023,06:30,10:30,28,Sleeper,1242,275
533,Intercity Express,Bangalore,Salem,515,01-12-2023,20:30,11:00,13,General,831,83
534,Rockfort Express,Salem,Chennai,589,01-08-2023,06:30,03:00,55,General,757,100
535,Pandian Express,Bangalore,Trichy,355,08-06-2023,21:30,07:00,43,AC,868,128
536,Chennai Express,Madurai,Chennai,378,21-03-2023,22:30,15:30,49,General,530,298
537,Coimbatore Express,Madurai,Bangalore,231,12-02-2023,07:00,06:30,8,General,1075,152
538,Chennai Express,Salem,Coimbatore,219,08-10-2023,14:30,09:30,47,Sleeper,1066,275
539,Nilgiri Express,Chennai,Madurai,354,20-05-2023,01:30,08:00,31,Sleeper,1177,238
540,Kovai Express,Trichy,Bangalore,462,23-04-2023,05:00,12:30,12,Sleeper,712,239
541,Pandian Express,Chennai,Bangalore,415,04-08-2023,18:30,19:00,5,Sleeper,790,229
542,Rockfort Express,Coimbatore,Bangalore,294,21-08-2023,13:00,04:30,32,AC,590,155
543,Kovai Express,Chennai,Salem,583,11-09-2023,16:00,12:00,44,General,902,155
544,Intercity Express,Trichy,Chennai,472,07-08-2023,13:00,08:00,18,Sleeper,966,179
545,Kovai Express,Chennai,Coimbatore,228,22-04-2023,10:00,05:30,47,Sleeper,1364,249
546,Kovai Express,Madurai,Chennai,453,24-09-2023,02:30,11:00,50,Sleeper,1131,206
547,Nilgiri Express,Coimbatore,Trichy,484,09-02-2023,16:00,00:00,56,AC,1044,172
548,Rockfort Express,Salem,Madurai,289,26-12-2023,04:30,01:00,22,General,938,225
549,Coimbatore Express,Coimbatore,Trichy,358,28-07-2023,12:30,14:30,20,General,1145,88
550,Coimbatore Express,Madurai,Salem,526,22-12-2023,08:30,18:30,38,AC,902,185
551,Nilgiri Express,Trichy,Coimbatore,267,17-08-2023,04:30,04:00,21,AC,1433,194
552,Pandian Express,Salem,Coimbatore,415,17-11-2023,13:30,08:00,39,AC,1282,141
553,Nilgiri Express,Chennai,Trichy,568,21-07-2023,14:00,13:30,31,General,606,132
554,Intercity Express,Madurai,Coimbatore,395,04-03-2023,03:30,04:30,40,General,1219,271
555,Nilgiri Express,Salem,Madurai,279,01-02-2023,06:30,10:30,31,Sleeper,375,161
556,Chennai Express,Chennai,Coimbatore,494,13-06-2023,12:30,07:30,52,Sleeper,1016,271
557,Rockfort Express,Trichy,Coimbatore,548,23-05-2023,03:30,01:30,13,General,522,204
558,Chennai Express,Bangalore,Coimbatore,332,21-06-2023,03:30,14:30,34,Sleeper,1063,86
559,Chennai Express,Trichy,Chennai,393,16-08-2023,10:00,14:00,8,Sleeper,607,102
560,Coimbatore Express,Trichy,Madurai,376,23-04-2023,20:00,19:00,38,Sleeper,864,221
561,Nilgiri Express,Bangalore,Trichy,440,06-07-2023,13:30,02:00,22,AC,965,76
562,Kovai Express,Bangalore,Trichy,566,22-12-2023,15:30,04:00,4,Sleeper,1317,276
563,Coimbatore Express,Trichy,Salem,438,06-10-2023,02:30,19:30,46,General,532,231
564,Nilgiri Express,Salem,Madurai,247,16-03-2023,12:00,13:00,60,AC,307,193
565,Chennai Express,Bangalore,Salem,251,11-02-2023,20:30,03:30,26,General,1108,69
566,Coimbatore Express,Trichy,Salem,580,12-08-2023,14:30,19:00,29,General,1279,149
567,Coimbatore Express,Chennai,Trichy,520,14-03-2023,08:00,03:00,46,General,372,51
568,Chennai Express,Coimbatore,Trichy,282,04-08-2023,14:00,13:30,7,General,1109,64
569,Pandian Express,Chennai,Coimbatore,458,06-09-2023,20:30,10:00,18,General,585,195
570,Kovai Express,Salem,Madurai,272,16-03-2023,18:00,23:00,59,AC,735,175
571,Rockfort Express,Salem,Trichy,386,29-08-2023,20:30,16:00,26,AC,1076,262
572,Chennai Express,Coimbatore,Bangalore,593,27-09-2023,10:00,16:00,27,Sleeper,564,276
573,Kovai Express,Salem,Trichy,590,08-10-2023,11:30,03:00,45,Sleeper,1129,163
574,Intercity Express,Coimbatore,Salem,459,13-08-2023,15:30,17:00,53,AC,1299,267
575,Chennai Express,Coimbatore,Madurai,210,29-06-2023,02:00,22:30,7,AC,596,167
576,Pandian Express,Bangalore,Chennai,521,23-05-2023,15:30,05:00,2,Sleeper,1208,189
577,Kovai Express,Salem,Trichy,344,06-05-2023,00:30,15:00,12,AC,671,128
578,Pandian Express,Chennai,Trichy,400,18-11-2023,18:30,23:00,29,Sleeper,491,279
579,Coimbatore Express,Coimbatore,Bangalore,318,02-01-2023,17:00,14:00,60,Sleeper,1091,88
580,Coimbatore Express,Coimbatore,Trichy,201,15-03-2023,06:30,06:00,3,General,374,269
581,Pandian Express,Trichy,Coimbatore,468,25-11-2023,03:00,19:00,54,AC,664,277
582,Pandian Express,Chennai,Salem,287,14-08-2023,10:00,14:30,45,Sleeper,1485,82
583,Kovai Express,Salem,Bangalore,226,05-05-2023,03:30,15:00,32,Sleeper,528,221
584,Coimbatore Express,Coimbatore,Madurai,527,03-08-2023,08:00,00:00,58,Sleeper,1327,97
585,Pandian Express,Chennai,Trichy,221,18-01-2023,00:30,07:00,46,Sleeper,1287,234
586,Intercity Express,Bangalore,Salem,455,22-06-2023,18:00,06:00,22,General,482,251
587,Coimbatore Express,Coimbatore,Madurai,299,25-08-2023,12:30,11:00,15,AC,494,110
588,Kovai Express,Chennai,Trichy,389,11-02-2023,03:30,07:30,49,General,934,257
589,Intercity Express,Chennai,Coimbatore,408,19-04-2023,14:00,06:00,27,AC,1080,89
590,Coimbatore Express,Salem,Madurai,331,05-11-2023,16:30,12:00,6,General,1036,166
591,Pandian Express,Trichy,Salem,500,20-06-2023,04:30,10:00,56,General,392,287
592,Coimbatore Express,Bangalore,Trichy,364,25-02-2023,20:00,06:30,30,General,964,194
593,Intercity Express,Chennai,Madurai,434,10-03-2023,14:30,16:00,51,Sleeper,827,207
594,Chennai Express,Madurai,Trichy,362,25-04-2023,10:30,06:00,54,Sleeper,732,157
595,Rockfort Express,Madurai,Bangalore,472,15-02-2023,12:00,12:00,25,Sleeper,1357,151
596,Intercity Express,Salem,Madurai,536,17-02-2023,21:00,06:30,30,Sleeper,950,114
597,Kovai Express,Salem,Chennai,586,26-09-2023,22:30,00:30,47,General,1105,87
598,Coimbatore Express,Madurai,Bangalore,250,28-07-2023,03:30,12:00,31,AC,1455,70
599,Nilgiri Express,Madurai,Trichy,512,14-12-2023,21:30,11:30,15,Sleeper,581,242
600,Kovai Express,Madurai,Salem,572,24-01-2023,07:00,18:00,36,Sleeper,683,290
601,Nilgiri Express,Chennai,Coimbatore,226,20-09-2023,10:30,11:30,58,AC,1017,287
602,Pandian Express,Trichy,Chennai,439,07-03-2023,11:30,02:30,32,Sleeper,1073,249
603,Nilgiri Express,Coimbatore,Chennai,439,07-12-2023,04:30,22:00,50,General,1042,158
604,Intercity Express,Madurai,Trichy,438,19-06-2023,14:00,04:00,50,General,502,107
605,Pandian Express,Coimbatore,Trichy,489,05-04-2023,14:30,11:00,44,General,673,149
606,Coimbatore Express,Salem,Coimbatore,538,10-10-2023,18:30,09:30,29,AC,409,76
607,Intercity Express,Salem,Coimbatore,358,19-04-2023,13:00,07:30,5,Sleeper,1103,224
608,Coimbatore Express,Salem,Coimbatore,509,06-09-2023,02:30,07:00,30,AC,1354,298
609,Rockfort Express,Coimbatore,Bangalore,478,12-02-2023,01:00,10:00,55,Sleeper,485,99
610,Pandian Express,Chennai,Salem,243,18-12-2023,15:00,01:00,31,AC,1312,161
611,Chennai Express,Trichy,Coimbatore,510,09-05-2023,17:00,19:00,54,General,1393,193
612,Chennai Express,Salem,Coimbatore,319,04-10-2023,21:00,00:30,2,AC,982,221
613,Rockfort Express,Trichy,Bangalore,237,05-11-2023,14:30,10:00,27,Sleeper,431,147
614,Intercity Express,Coimbatore,Chennai,539,18-11-2023,03:30,23:00,36,General,1074,53
615,Intercity Express,Trichy,Chennai,500,16-02-2023,07:00,13:30,35,Sleeper,1333,246
616,Nilgiri Express,Chennai,Coimbatore,448,15-11-2023,11:00,17:00,13,Sleeper,1410,250
617,Intercity Express,Chennai,Salem,539,29-10-2023,14:00,04:30,25,Sleeper,858,263
618,Kovai Express,Salem,Trichy,389,28-12-2023,12:00,00:00,35,AC,804,206
619,Nilgiri Express,Bangalore,Coimbatore,485,19-02-2023,02:00,07:30,15,General,711,185
620,Chennai Express,Madurai,Bangalore,461,24-03-2023,01:30,20:30,37,General,983,271
621,Coimbatore Express,Coimbatore,Salem,593,16-04-2023,00:30,04:00,24,AC,673,54
622,Rockfort Express,Coimbatore,Trichy,595,22-04-2023,13:00,07:30,57,General,715,156
623,Chennai Express,Salem,Trichy,287,27-10-2023,00:00,03:00,18,AC,1420,150
624,Pandian Express,Salem,Coimbatore,501,07-12-2023,05:00,16:00,31,General,481,282
625,Rockfort Express,Trichy,Madurai,599,28-05-2023,08:30,14:00,36,General,389,237
626,Rockfort Express,Madurai,Coimbatore,337,03-05-2023,23:30,23:30,45,AC,1036,265
627,Rockfort Express,Trichy,Salem,303,23-08-2023,16:30,01:00,14,General,617,158
628,Chennai Express,Chennai,Bangalore,589,02-08-2023,13:30,19:30,6,AC,420,150
629,Intercity Express,Madurai,Bangalore,308,10-08-2023,16:30,11:00,24,General,902,180
630,Rockfort Express,Coimbatore,Trichy,290,04-08-2023,21:00,06:00,54,AC,475,115
631,Intercity Express,Bangalore,Trichy,314,10-09-2023,20:30,01:30,22,Sleeper,1250,156
632,Coimbatore Express,Madurai,Chennai,318,19-03-2023,04:30,21:30,39,General,1224,158
633,Coimbatore Express,Bangalore,Coimbatore,576,10-06-2023,08:00,14:30,47,Sleeper,378,198
634,Intercity Express,Madurai,Chennai,520,11-03-2023,07:30,04:30,48,Sleeper,813,53
635,Rockfort Express,Trichy,Coimbatore,273,13-06-2023,02:00,12:00,25,General,1345,191
636,Pandian Express,Chennai,Salem,257,12-03-2023,12:00,12:00,29,Sleeper,1413,70
637,Coimbatore Express,Madurai,Chennai,228,17-10-2023,14:00,15:30,12,General,686,204
638,Pandian Express,Chennai,Trichy,445,24-05-2023,23:00,17:30,32,General,1380,156
639,Pandian Express,Chennai,Coimbatore,205,07-06-2023,13:00,05:00,24,Sleeper,1345,279
640,Pandian Express,Madurai,Trichy,287,02-06-2023,16:00,21:30,55,Sleeper,733,180
641,Pandian Express,Madurai,Chennai,510,12-07-2023,10:30,21:30,49,AC,1109,72
642,Pandian Express,Madurai,Salem,380,08-06-2023,05:00,22:30,29,Sleeper,1006,138
643,Intercity Express,Salem,Bangalore,476,22-04-2023,17:00,07:30,51,General,429,292
644,Coimbatore Express,Madurai,Trichy,473,26-08-2023,10:30,00:30,45,Sleeper,571,56
645,Pandian Express,Trichy,Salem,346,15-10-2023,22:30,06:30,51,General,352,112
646,Coimbatore Express,Bangalore,Trichy,385,16-08-2023,09:00,01:30,10,AC,408,142
647,Rockfort Express,Trichy,Madurai,512,26-11-2023,22:00,01:00,59,Sleeper,1239,259
648,Pandian Express,Trichy,Salem,407,01-04-2023,03:00,09:30,14,AC,516,102
649,Nilgiri Express,Trichy,Coimbatore,586,24-05-2023,09:00,20:30,8,Sleeper,940,251
650,Kovai Express,Coimbatore,Bangalore,373,19-01-2023,09:00,08:30,32,General,1387,107
651,Nilgiri Express,Chennai,Trichy,256,03-02-2023,13:30,08:00,8,General,1333,128
652,Nilgiri Express,Coimbatore,Trichy,291,27-01-2023,14:30,05:00,52,Sleeper,633,209
653,Nilgiri Express,Trichy,Bangalore,256,09-06-2023,02:30,05:30,31,General,587,239
654,Kovai Express,Chennai,Madurai,558,01-10-2023,15:00,07:00,57,General,917,155
655,Nilgiri Express,Bangalore,Salem,331,19-10-2023,11:30,16:30,36,AC,668,159
656,Rockfort Express,Madurai,Salem,523,10-07-2023,21:30,23:00,4,General,831,266
657,Rockfort Express,Coimbatore,Bangalore,217,31-05-2023,15:30,22:00,54,AC,1386,282
658,Chennai Express,Salem,Madurai,492,25-10-2023,16:30,09:00,35,General,762,201
659,Pandian Express,Bangalore,Madurai,548,10-08-2023,20:30,20:00,38,Sleeper,679,276
660,Chennai Express,Chennai,Coimbatore,208,09-02-2023,12:30,13:00,58,AC,310,259
661,Pandian Express,Trichy,Chennai,231,21-07-2023,03:30,11:00,54,Sleeper,1371,213
662,Nilgiri Express,Chennai,Trichy,523,02-01-2023,14:00,12:00,27,General,1070,54
663,Coimbatore Express,Coimbatore,Bangalore,318,23-07-2023,15:30,11:00,53,AC,1134,205
664,Pandian Express,Trichy,Bangalore,553,16-03-2023,10:00,04:30,58,Sleeper,942,243
665,Coimbatore Express,Chennai,Trichy,385,11-02-2023,12:00,22:00,55,AC,401,237
666,Coimbatore Express,Coimbatore,Trichy,220,10-02-2023,04:00,07:30,13,AC,1209,100
667,Pandian Express,Trichy,Coimbatore,359,31-10-2023,05:30,00:00,46,General,549,58
668,Nilgiri Express,Bangalore,Madurai,537,30-05-2023,16:00,01:00,38,General,1351,188
669,Intercity Express,Bangalore,Trichy,337,21-12-2023,15:30,14:00,36,Sleeper,517,273
670,Rockfort Express,Coimbatore,Madurai,222,02-05-2023,03:00,05:30,48,Sleeper,563,261
671,Kovai Express,Salem,Madurai,528,16-04-2023,15:00,21:00,24,Sleeper,1035,221
672,Rockfort Express,Chennai,Bangalore,446,23-11-2023,15:00,07:30,11,General,1260,67
673,Chennai Express,Bangalore,Coimbatore,333,23-12-2023,16:30,21:00,34,General,421,130
674,Kovai Express,Chennai,Coimbatore,558,08-03-2023,05:00,19:00,3,AC,1405,142
675,Intercity Express,Trichy,Chennai,468,28-11-2023,21:00,14:30,36,General,336,120
676,Chennai Express,Coimbatore,Salem,377,02-02-2023,05:00,18:00,36,Sleeper,696,195
677,Pandian Express,Bangalore,Madurai,449,04-03-2023,11:30,19:00,46,General,1406,224
678,Coimbatore Express,Madurai,Bangalore,249,03-06-2023,02:00,18:30,34,Sleeper,1479,239
679,Nilgiri Express,Salem,Coimbatore,347,17-09-2023,14:30,18:00,19,General,852,284
680,Chennai Express,Chennai,Trichy,490,22-07-2023,22:00,15:30,42,Sleeper,548,197
681,Pandian Express,Coimbatore,Salem,324,19-07-2023,17:00,12:00,16,AC,819,246
682,Chennai Express,Madurai,Trichy,332,15-07-2023,03:00,07:30,20,Sleeper,1133,248
